Feature,Importance
Daily_Return,0.20903039243474505
High_Low_Range_Pct,0.1374163365770308
Volatility_20,0.11975727799395035
Volume,0.11319689634939667
Cumulative_Return,0.10063698494791667
High_Low_Range,0.06881123285398995
Price_Change,0.06105293111478089
MA_50,0.04899182951838114
MA_20,0.04003991292859318
Open,0.029819819251858264
Close,0.02502508735797238
High,0.02317286601529374
Low,0.023048432656091036
